Super-Scaffold_1	167	224	NC_006092.5	57190950	57191007	-
Super-Scaffold_1	21507	22292	NC_006127.5	972598	973404	-
Super-Scaffold_1	26319	30894	NC_006126.5	2837524	2842639	-
Super-Scaffold_1	32455	33398894	NC_006093.5	1248833	36326187	-
Super-Scaffold_1	33398894	41712621	NC_006093.5	5904002	9836941	-
Super-Scaffold_1	41712621	41714756	NC_006093.5	11894491	11896268	+
Super-Scaffold_1	41714864	41716520	NC_006091.5	50443163	50444773	-
Super-Scaffold_1	41716991	41720611	NC_006126.5	4140852	4144843	+
Super-Scaffold_1	41721318	41721433	NC_006088.5	162135060	162135175	-
Super-Scaffold_1	41721582	41721981	NC_006089.5	79532506	79532900	+
Super-Scaffold_1	41723028	41729328	NC_006089.5	132583992	132599051	+
Super-Scaffold_1	41735721	41742687	NC_006088.5	124376031	124385354	+
Super-Scaffold_1	41745356	41748358	NW_020110135.1	12159	15226	+
Super-Scaffold_1	41749383	41751087	NC_006095.5	9297325	9300905	-
Super-Scaffold_1	41755475	41758574	NC_006095.5	9096321	9102069	-
Super-Scaffold_1	41759181	41761915	NC_006091.5	17601823	17603878	+
Super-Scaffold_1	41761945	41762608	NC_006110.5	1652932	1653593	+
Super-Scaffold_1	41762616	41762975	NC_006096.5	10329458	10329851	-
Super-Scaffold_1	41764408	41766526	NC_006126.5	4770812	4773339	+
Super-Scaffold_1	41767188	41799625	NC_006091.5	60989732	61022345	+
Super-Scaffold_2	267	5098	NC_028739.2	43135	53238	+
Super-Scaffold_2	5098	5298	NC_006114.5	3893933	3894132	+
Super-Scaffold_2	35689	36361	NC_028740.2	2323293	2323950	+
Super-Scaffold_2	47376	48463	NW_020110162.1	1216394	1217641	-
Super-Scaffold_2	49029	52104	NC_006088.5	765659	766444	+
Super-Scaffold_2	52132	52332	NC_006112.4	1390307	1390522	-
Super-Scaffold_2	52332	55506	NC_028739.2	121510	127313	-
Super-Scaffold_2	307146	412756	NC_028739.2	382376	1191757	-
Super-Scaffold_2	423141	423868	NC_006088.5	184411267	184411988	+
Super-Scaffold_2	433768	434525	NC_006098.5	6252113	6252801	-
Super-Scaffold_2	450337	450750	NC_006100.5	1013272	1013676	+
Super-Scaffold_2	451310	451533	NC_006088.5	150023593	150023809	+
Super-Scaffold_2	451579	451682	NC_006088.5	158669052	158669178	-
Super-Scaffold_2	451682	452547	NC_006089.5	95824674	95825459	-
Super-Scaffold_2	453149	454085	NC_006088.5	158739376	158740270	+
Super-Scaffold_2	454370	91613393	NC_006088.5	320300	197584323	-
Super-Scaffold_2	91613495	91614318	NC_006088.5	157981194	157982052	+
Super-Scaffold_2	91614318	91614660	NC_006088.5	160852437	160852791	-
Super-Scaffold_2	91614717	91614791	NC_006090.5	5464457	5464532	+
Super-Scaffold_2	91614791	91616331	NC_006089.5	136015120	136016634	+
Super-Scaffold_2	91616583	91616976	NC_006090.5	90223863	90224157	+
Super-Scaffold_2	91616976	91617529	NC_006089.5	134183041	134183480	-
Super-Scaffold_2	91617529	91617852	NC_006088.5	314889	315178	-
Super-Scaffold_2	91644606	91645067	NC_006115.5	3472664	3473105	-
Super-Scaffold_2	91645067	91645470	NW_020110167.1	679604	680030	-
Super-Scaffold_2	91646693	91646956	NC_006115.5	3471010	3471240	-
Super-Scaffold_2	91647016	91647238	NC_006115.5	3471063	3471258	-
Super-Scaffold_2	91655633	91656277	NC_006107.5	70997	71582	+
Super-Scaffold_2	91656277	91656371	NC_006090.5	78091241	78091341	-
Super-Scaffold_2	91661254	91661488	NC_006127.5	73484540	73484758	-
Super-Scaffold_2	91661488	91666296	NC_006089.5	54674377	54679271	+
Super-Scaffold_2	91666296	91667566	NC_006126.5	4770621	4771899	+
Super-Scaffold_2	91667672	91669281	NC_006127.5	21966808	21968431	-
Super-Scaffold_2	91670869	91671327	NC_006088.5	79175208	79175657	+
Super-Scaffold_2	91674277	91675049	NC_006091.5	19532082	19532766	+
Super-Scaffold_2	91680057	91680685	NC_006089.5	69470685	69471432	-
Super-Scaffold_3	0	11003	NC_006099.5	2749763	2758070	-
Super-Scaffold_3	11003	11113	NC_006089.5	74487910	74488000	+
Super-Scaffold_3	11113	11193	NC_006088.5	4658644	4658713	+
Super-Scaffold_3	12543	13139	NC_006127.5	67122025	67122618	+
Super-Scaffold_3	13139	222962	NC_006099.5	3708353	3876746	-
Super-Scaffold_3	225842	226092	NC_006088.5	160623658	160624480	+
Super-Scaffold_3	226626	226834	NC_006099.5	3674501	3674601	-
Super-Scaffold_3	226834	227068	NC_006099.5	3276390	3276597	-
Super-Scaffold_3	227068	229974	NC_006127.5	65556929	65560047	-
Super-Scaffold_3	229974	230118	NC_006099.5	3670940	3671090	-
Super-Scaffold_3	231330	231405	NC_006127.5	56228596	56228666	-
Super-Scaffold_3	231406	231848	NC_006089.5	74487656	74488000	-
Super-Scaffold_3	231848	240629	NC_006115.5	137342	150512	+
Super-Scaffold_3	240636	240733	NC_006127.5	65537661	65537752	-
Super-Scaffold_3	241960	242070	NC_006099.5	2721356	2721432	-
Super-Scaffold_3	242088	261124	NC_006115.5	137175	160260	+
Super-Scaffold_3	261131	261228	NC_006127.5	65509377	65509468	-
Super-Scaffold_3	262649	262725	NC_006127.5	56228596	56228666	-
Super-Scaffold_3	262751	263028	NC_006127.5	61093199	61093389	-
Super-Scaffold_3	263028	263167	NC_006099.5	2728793	2728914	-
Super-Scaffold_3	263167	277253	NC_006088.5	2266638	2288425	+
Super-Scaffold_3	277253	277354	NC_006115.5	188917	189028	+
Super-Scaffold_3	277361	277458	NC_006127.5	65547089	65547180	-
Super-Scaffold_3	283613	285488	NC_006126.5	1957183	1958953	+
Super-Scaffold_3	286524	286641	NC_006089.5	35736730	35736859	+
Super-Scaffold_3	286641	20829098	NC_006099.5	2740414	20283448	+
Super-Scaffold_3	20859882	20861398	NC_006088.5	59448302	59449817	+
Super-Scaffold_3	20878140	20878204	NC_006097.5	1844683	1844747	-
Super-Scaffold_3	20893475	20893712	NC_006088.5	3752667	3752906	+
Super-Scaffold_3	20894252	20894363	NC_006115.5	135679	135785	-
Super-Scaffold_3	20901105	20901714	NC_006090.5	37873295	37873822	+
Super-Scaffold_3	20935614	20936170	NC_006114.5	2449604	2450080	+
Super-Scaffold_4	94	188532	NC_028739.2	1004323	1129087	+
Super-Scaffold_4	281874	290054	NC_028739.2	1130032	1137358	+
Super-Scaffold_4	295266	734348	NC_028739.2	437190	865551	+
Super-Scaffold_4	757758	758649	NC_006089.5	86370049	86370976	+
Super-Scaffold_4	761900	762102	NC_006127.5	66307850	66308074	+
Super-Scaffold_4	763657	763761	NC_028739.2	493076	493183	+
Super-Scaffold_4	770009	806901	NC_028739.2	495518	520986	+
Super-Scaffold_5	0	1652	NC_006098.5	19990533	19994641	-
Super-Scaffold_5	1688	1756	NC_006093.5	1161036	1161109	-
Super-Scaffold_5	8353	8939	NC_006127.5	73483890	73484596	-
Super-Scaffold_5	56608	56704	NC_006099.5	12113647	12113743	-
Super-Scaffold_5	84652	794102	NC_006091.5	1529606	1882787	-
Super-Scaffold_5	796214	9826731	NC_006091.5	9506241	18698198	+
Super-Scaffold_5	9827201	9829212	NC_006091.5	18712983	18721439	-
Super-Scaffold_5	9835083	9835163	NC_006089.5	67843416	67843496	-
