Super-Scaffold_2.2	471231	472296	NC_028739.2	40525	41537	-
Super-Scaffold_2.2	474074	474520	NC_006097.5	19852948	19853339	-
Super-Scaffold_2.2	474657	63400887	NC_006088.5	309661	55128269	-
Super-Scaffold_2.2	63402936	63402977	NC_006088.5	122402747	122402788	+
Super-Scaffold_2.2	63403013	63403249	NC_006115.5	1282729	1282982	+
Super-Scaffold_2.2	63403337	63403593	NC_006089.5	55515	55746	-
Super-Scaffold_2.2	63404088	63404744	NC_006088.5	118895765	118896296	+
Super-Scaffold_2.2	63404744	63404930	NC_006088.5	122275011	122275245	-
Super-Scaffold_2.2	63405601	63405995	NC_006088.5	75023531	75023957	+
Super-Scaffold_2.2	63406064	63406202	NC_006089.5	43920864	43921008	-
Super-Scaffold_2.2	63406531	63406619	NC_006090.5	2422197	2422281	+
Super-Scaffold_2.2	63406622	63406958	NC_006126.5	1597241	1597587	-
Super-Scaffold_2.2	63407351	63408254	NC_006093.5	535387	536425	+
Super-Scaffold_2.2	63414727	63414808	NC_006092.5	44631861	44631941	+
Super-Scaffold_2.2	63417620	63418144	NC_028740.2	2880912	2881784	+
Super-Scaffold_2.2	63418667	63418979	NC_006115.5	3472682	3472953	-
Super-Scaffold_2.2	63419048	63419199	NC_006094.5	9028073	9028228	-
Super-Scaffold_2.2	63420621	63426116	NW_020110164.1	1724171	1729355	-
Super-Scaffold_2.2	63427860	63428185	NC_006115.5	3472730	3473045	-
Super-Scaffold_2.2	63428213	63428613	NC_006115.5	3472690	3473034	-
Super-Scaffold_2.2	63428613	63429995	NC_006109.5	3716185	3717195	-
Super-Scaffold_2.2	63430621	63430754	NC_006097.5	903867	904007	+
Super-Scaffold_2.2	63431016	63431218	NC_006091.5	63104510	63104722	+
Super-Scaffold_2.2	63431656	63431793	NC_006090.5	62328265	62328402	+
Super-Scaffold_2.2	63433001	63433718	NC_006091.5	39415362	39416081	-
Super-Scaffold_2.2	63438447	63438626	NC_006089.5	124842980	124843140	+
Super-Scaffold_2.2	63438626	63438749	NC_006127.5	73484649	73484758	-
Super-Scaffold_2.2	63438782	63438860	NC_006089.5	13738303	13738382	-
Super-Scaffold_2.2	63438860	63443668	NC_006089.5	54674377	54679271	+
Super-Scaffold_2.2	63443668	63444465	NC_006126.5	4770621	4771418	+
Super-Scaffold_2.2	63444465	63446659	NC_006089.5	13735639	13737862	-
Super-Scaffold_2.2	63446928	63448589	NC_006126.5	6517001	6518649	-
Super-Scaffold_2.2	63449691	63449840	NC_006126.5	2841678	2841835	+
Super-Scaffold_2.2	63450277	63450414	NC_006090.5	62328265	62328402	+
Super-Scaffold_2.2	63451645	63452432	NC_006091.5	39415362	39416081	-
Super-Scaffold_2.2	63457421	63458129	NC_006089.5	124842980	124843794	+
Super-Scaffold_2.2	63463582	63463982	NC_006113.5	980555	980907	+
Super-Scaffold_2	267	2477	NC_028739.2	43135	45165	+
Super-Scaffold_2	2479	42153	NC_028739.2	77282	114811	+
Super-Scaffold_2	42440	42575	NC_006090.5	18743041	18743176	-
Super-Scaffold_2	43508	43631	NC_028739.2	1399896	1400038	-
Super-Scaffold_2	44482	45268	NC_006108.5	5755600	5756282	+
Super-Scaffold_2	45310	45739	NC_006088.5	184450901	184451328	+
Super-Scaffold_2	45739	45891	NC_006100.5	18463345	18463507	+
Super-Scaffold_2	46950	47197	NC_006095.5	14381209	14381429	-
Super-Scaffold_2	47345	48536	NW_020110162.1	1216503	1219779	-
Super-Scaffold_2	48536	48845	NC_006095.5	14378755	14379095	-
Super-Scaffold_2	48848	49029	NC_028739.2	117210	117366	+
Super-Scaffold_2	49029	49474	NC_006088.5	765659	766008	+
Super-Scaffold_2	49474	49745	NC_028739.2	117776	117965	+
Super-Scaffold_2	49820	49860	NC_006095.5	5646777	5646817	-
Super-Scaffold_2	50433	50790	NC_028739.2	131048	131395	-
Super-Scaffold_2	51864	52093	NC_028739.2	869048	869248	+
Super-Scaffold_2	52126	52332	NC_006112.4	1390307	1391413	-
Super-Scaffold_2	52332	55212	NC_028739.2	124707	127313	-
Super-Scaffold_2	55212	55565	NC_006112.4	1383664	1384016	-
Super-Scaffold_2	55565	55943	NC_006115.5	1243759	1244196	-
Super-Scaffold_2	57165	57577	NC_008465.4	3308572	3309014	+
Super-Scaffold_2	58957	59021	NC_006105.5	966192	966256	+
Super-Scaffold_2	307146	412756	NC_028739.2	382376	1191757	-
Super-Scaffold_2	412758	413702	NC_028739.2	0	2164	-
Super-Scaffold_2	413859	414186	NC_006127.5	67625957	67626287	-
Super-Scaffold_2	414241	414840	NC_006102.5	5946	6525	-
Super-Scaffold_2	415089	415568	NC_006089.5	19682300	19682823	-
Super-Scaffold_2	417007	417334	NC_006109.5	4015471	4015730	-
Super-Scaffold_2	417334	417553	NC_006092.5	50224638	50224886	+
Super-Scaffold_2	418134	418563	NC_006098.5	19929440	19929848	+
Super-Scaffold_2	419579	420486	NC_006112.4	3468552	3469374	-
Super-Scaffold_2	420486	421296	NC_008465.4	4942274	4943089	-
Super-Scaffold_2	421296	423067	NC_006089.5	101696880	101698200	-
Super-Scaffold_2	423113	423867	NC_006091.5	78103700	78104472	-
Super-Scaffold_2	423867	425292	NC_006088.5	49512341	49516235	-
Super-Scaffold_2	425292	425913	NC_006115.5	1247117	1247689	+
Super-Scaffold_2	425913	426069	NW_020110160.1	171706	171860	-
Super-Scaffold_2	426597	426832	NC_006115.5	3472650	3473017	-
Super-Scaffold_2	426864	427832	NC_006095.5	9276690	9277613	+
Super-Scaffold_2	427839	427987	NW_020110167.1	679765	679914	-
Super-Scaffold_2	433766	434529	NC_006088.5	117609619	117610329	-
Super-Scaffold_2	436285	436634	NC_006126.5	4143430	4143805	-
Super-Scaffold_2	436648	437193	NC_006109.5	3716234	3716672	+
Super-Scaffold_2	437442	440295	NC_006109.5	3716197	3718543	+
Super-Scaffold_2	450243	450807	NC_006090.5	45712989	45713495	-
Super-Scaffold_2	451294	451568	NC_006088.5	172537627	172537907	-
Super-Scaffold_2	451611	451931	NC_006088.5	152123651	152123936	+
Super-Scaffold_2	451931	452639	NC_006088.5	33145725	33146479	+
Super-Scaffold_2	452999	454034	NC_006126.5	6395864	6396705	+
Super-Scaffold_2	454034	454136	NC_006127.5	42549704	42549804	-
Super-Scaffold_2	454370	27824004	NC_006088.5	172820756	197584323	-
Super-Scaffold_2	27824004	27824166	NC_006088.5	153578038	153578189	-
Super-Scaffold_2	27824166	27824251	NC_006093.5	9185336	9185421	+
Super-Scaffold_2	27824483	27824675	NC_006127.5	31141660	31141850	-
Super-Scaffold_2	27825409	27829278	NC_006126.5	3298166	3301855	-
Super-Scaffold_2	27830062	27830211	NC_006090.5	55615967	55616113	-
Super-Scaffold_2	27830723	27831037	NC_006089.5	53253701	53254009	-
Super-Scaffold_2	27831037	27831302	NC_006102.5	11734352	11734582	-
Super-Scaffold_2	27831652	27831861	NC_006088.5	183000291	183000508	-
Super-Scaffold_2	27831864	27831929	NC_006088.5	183000226	183000291	-
Super-Scaffold_2	27831931	27832190	NC_006088.5	182999892	183000226	-
Super-Scaffold_2	27832192	27832291	NC_006088.5	182999799	182999892	-
Super-Scaffold_2	27832298	27833281	NC_006088.5	182999067	182999799	-
Super-Scaffold_2	27833314	27838401	NC_006088.5	182991702	182999047	-
Super-Scaffold_2	27843028	27866077	NC_006095.5	8659045	8673110	+
Super-Scaffold_2	27866232	27870643	NC_006126.5	2838202	2843344	+
Super-Scaffold_2	27870643	27884381	NC_006126.5	4145324	4159062	+
Super-Scaffold_2	27884381	27913914	NC_006093.5	6334509	6364042	-
Super-Scaffold_2	28128757	28129070	NC_006114.5	3710637	3710943	+
Super-Scaffold_2	28129070	28131807	NC_006095.5	8007534	8010229	-
Super-Scaffold_2	28133061	28133148	NC_006102.5	5157422	5157509	-
Super-Scaffold_2	28133769	28134831	NC_006088.5	33145372	33146447	+
Super-Scaffold_2	28134955	28139863	NC_006127.5	34308528	34312969	+
Super-Scaffold_2	28140021	28140103	NC_006090.5	107439151	107439235	+
Super-Scaffold_2	28140555	28140796	NC_006103.5	1617769	1618052	-
Super-Scaffold_2	28141382	28141489	NC_006088.5	88405420	88405524	+
